address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,name,byob,bikeparking,businessacceptsbitcoin,businessacceptscreditcards,byappointmentonly,caters,coatcheck,corkage,dogsallowed,drivethru,goodfordancing,goodforkids,happyhour,hastv,open24hours,outdoorseating,restaurantscounterservice,restaurantsdelivery,restaurantsgoodforgroups,restaurantsreservations,restaurantstableservice,restaurantstakeout,smoking,wheelchairaccessible,alcohol_false,alcohol_beer_and_wine,alcohol_full_bar,byobcorkage_false,byobcorkage_yes_corkage,byobcorkage_yes_free,noiselevel_average,noiselevel_loud,noiselevel_quiet,noiselevel_very_loud,restaurantsattire_casual,restaurantsattire_dressy,restaurantsattire_formal,restaurantsattire_no_dress_code,restaurantspricerange2_$10_and_under,restaurantspricerange2_$11_to_30,restaurantspricerange2_$31_to_60,restaurantspricerange2_$61_and_over,wifi_false,wifi_free,wifi_paid
2307 Markham Road,Toronto,ON,M1B 2W3,43.8125438,-79.2423676,3.5,109,1,Jcyu0ml7rxizEA8giSH-8A,Kandahar Kabab,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"1490 E Williams Field Rd, Ste 101",Gilbert,AZ,85295,33.3074771489,-111.7576749556,4,420,1,bQ2uuNkOxgUQRM7Y7RJDXQ,Isabel's Amor,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4040 Creditview Road,Mississauga,ON,L5C 4E3,43.5683275929,-79.6652548656,3.5,95,0,q1_XLrkGunuzMF00TrwuYQ,Sushi Tei,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"Caesar''s Palace, 3570 Las Vegas Blvd",Las Vegas,NV,89136,36.1162194,-115.1745719,3,63,0,ybq76JnmovyueBmrxef-aQ,Augustus Cafe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"2546 E Craig Rd, Ste 100",North Las Vegas,NV,89030,36.2402384,-115.1159586,3,125,1,-YBC5pR2eW0C2sPygH25MA,Chipotle Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
536 Dundas Street W,Toronto,ON,M5T 1H4,43.6529547,-79.3991357,3.5,81,1,Kxop0nGA-BUrwYD4EGhyPA,Chinese Traditional Buns,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3200 Las Vegas Blvd S,Las Vegas,NV,89109,36.1275236,-115.1715003,4,77,1,8xHBQYM5KbX_e9JDBfzW4w,Jeannie's,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11 Fifth Ave,Pittsburgh,PA,15222,40.4422388,-80.002739,4,79,1,xoA1_vsxC0xD_fPgDZ2mbg,V3 Flatbread Pizza,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
10420 S Decatur Blvd,Las Vegas,NV,89141,35.9994952,-115.207491,3,87,0,ZMIcuo-aQja0ITk4-TU8Jg,Pizza Factory,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
721 N High Point Rd,Madison,WI,53717,43.0756462,-89.5175603,4,76,1,Do_mgaoCgrQodPrq4nxRbw,New Seoul Korean,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7020 Warden Avenue,Markham,ON,L3R 5Y3,43.8207250951,-79.3253723791,2.5,65,1,niywGbCHhVV4V7-lLbCrXg,Boston Pizza,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3989 Spring Mountain Rd,Las Vegas,NV,89102,36.126165,-115.1929476,3,801,1,qkyCuFJF2Uboh6n2Lmuwlg,Lee's Sandwiches,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25054 Sperry Dr,Westlake,OH,44145,41.4745693462,-81.8983233303,4,86,1,REfekXeUbPWGkgvlzSNbpw,Carrabba's Italian Grill,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
124-126 Ossington Avenue,Toronto,ON,M6J 1R5,43.64706,-79.4202224,4,331,1,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"3517 Kennedy Road, Unit 3",Toronto,ON,M1V 4S4,43.8229701,-79.3063733,4,153,1,GEvolb_U74NXgfgdxrVtyQ,Nichiban Sushi 4 U,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
499 Main Street S,Brampton,ON,L6Y 1N6,43.667819,-79.738754,3,283,1,Fwt0ia7H80q_mHLvrf1gzQ,Spoonful,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3176 E Indian School Rd,Phoenix,AZ,85016,33.496018,-112.0139861,4,100,1,OErw2LJmXex7sNOdsKE7QA,Los Taquitos Arcadia,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"9350 W Sahara Ave, Ste 140",Las Vegas,NV,89117,36.147291,-115.299881,3,149,1,yYwTV3c9Q3S1UDdpDhjgTg,Cold Stone Creamery,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2855 S Market St,Gilbert,AZ,85295,33.298019,-111.74437,2.5,265,1,oCwJdiYhZS8VM5_LgmQP0g,Arriba Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7410 W Olive Ave,Peoria,AZ,85345,33.567365,-112.2194471,4.5,80,1,LaxkCNsvk1VsVuoSr5GVMw,Joe's Tacos,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
94 Ossington Avenue,Toronto,ON,M6J 2Y7,43.6462416,-79.4197717,4,158,1,McVmSLVRJBDWIuQO7D6GJg,Soos,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"12260 Yonge Street, Unit 5",Richmond Hill,ON,L4E 3M7,43.9262133,-79.4511635,3.5,54,1,csn2S8XIZUCnNYfLRSIO0A,Tangerine Asian Cuisine,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
20 W Adams St,Phoenix,AZ,85003,33.449498,-112.0744168,4.5,323,1,GjT8ZitwOVdP2ttJIam-ug,Vegan House,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
687 N Stephanie St,Henderson,NV,89014,36.0670394389,-115.0467090053,2.5,121,1,eaiv4-X0JhNGP_2UmFmhGw,L & L Hawaiian Barbecue,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1109 Cherry Rd,Rock Hill,SC,29732,34.9506144,-81.019776,3.5,52,1,l1MHyfjjQuzrb2Z4p-vUtw,Tequila Family Mexican Restaurant,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
563 Queen Street W,Toronto,ON,M5V 2B3,43.6478512,-79.4006604,3.5,52,0,fIcKzkoWIH1baDGywOaifQ,Rush Lane & Co,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"9500 S Eastern Ave, Ste 180",Las Vegas,NV,89123,36.0164931,-115.1170689,4.5,1339,1,HgdFqAvK31fB9sgBdOzo9g,Crêpe Expectations,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2800 Oxford Dr,Bethel Park,PA,15102,40.3456144092,-80.0488123376,2.5,61,1,Tn4PV88E9jlC2xhvqN8zAA,TGI Fridays,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8696 Brookpark Road,Cleveland,OH,44129,41.419251,-81.746113,2,53,1,iOhHDavGdswJQlPW5luGaw,Golden Corral Buffet & Grill,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
15411 W McDowell Rd,Goodyear,AZ,85395,33.4641125,-112.3905533,3.5,220,1,bVTWcZWhtJc4IjWy_74CYQ,Olive Garden Italian Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"2190 Mcnicoll Avenue, Unit 119",Scarborough,ON,M1V 0B3,43.8145413813,-79.2936864495,3.5,253,1,uFTcyheegHAdRobLf_4Siw,Magic Noodle,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5528 Walnut St,Pittsburgh,PA,15232,40.4514229,-79.9326639,4.5,148,1,9MPLntyNzhdUXpGT-h0HUw,Acorn Pittsburgh,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
640 Queen Street W,Toronto,ON,M6J 1E4,43.6469271,-79.4061574,2.5,54,1,nWD8OWd_DAXGubGpFenmiw,La Hacienda Restaurant,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
62 Overlea Boulevard,East York,ON,M4H 1C4,43.7078994,-79.3433474,4,146,1,GdCRQU3VCh_x8fY84mbwYQ,Bamiyan Kabob,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3333 Blue Diamond Rd,Las Vegas,NV,89139,36.042269,-115.183638,3.5,75,1,VsIx1NnhM5PA8prJjIZNYg,Mermaid Restaurant & Lounge,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
19310 Detroit Rd,Rocky River,OH,44116,41.482014,-81.836444,4.5,72,1,5TdDdgRO028CIuCN-13-9Q,AlPita Mediterranean Cuisine,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5615 South Blvd,Charlotte,NC,28217,35.1598255647,-80.8758025428,4,367,1,s6lTNO57vXsfzyYrPfXOvA,Vietnam Grille,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
319 Augusta Ave,Toronto,ON,M5T 2M2,43.6569386,-79.4028472,3,81,0,5awZCHIPylSsb1HdwcXEhg,Burger Bar,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4230 Sherwoodtowne Boulevard,Mississauga,ON,L4Z 2G6,43.5997436,-79.6401399,3.5,82,1,lQUdk6SOdK8JB7pQtgKM-A,Haze Lounge,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
11025 N Black Canyon Hwy,Phoenix,AZ,85029,33.587091,-112.115786,4.5,382,1,cvu61K0_g7ZIpaEPCiaNcA,Seoul BBQ & Sushi,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3700 W Flamingo Rd,Las Vegas,NV,89103,36.117237,-115.189231,3,137,1,9ae7asMUB-Fty3tw6m18qQ,Pho Da Nang Vietnamese Kitchen,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1627 N 24th St,Phoenix,AZ,85008,33.4668546,-112.0298948,4,71,0,adTbcC7JgvzYg7AD_Ga-rg,Eliana's Restaurant,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3515 Rue Saint-Laurent,Montréal,QC,H2X 2T6,45.5134103,-73.5712441,3.5,59,1,FaGtI6jCKR650CiERd0Q_w,McKibbin's Irish Pub,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
6410 N Durango Dr,Las Vegas,NV,89149,36.277676,-115.287128,3.5,182,0,3NgDynF6R3aBFhrKwusfQQ,Blinders Burgers and Brunch,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
116 E Woodlawn Rd,Charlotte,NC,28217,35.1782469,-80.8826371,4,317,1,pzy9xWQqsDxVU6j9MktRJg,Azteca Mexican Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"2505 17th Avenue SW, Suite 105",Calgary,AB,T3E 7V3,51.037419,-114.118082,4,60,1,kYxZJINpHlGjhCwUJtpWHg,Cassis Bistro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2800 W Chandler Blvd,Chandler,AZ,85224,33.306309,-111.892992,2.5,267,1,YUFxSG6idHePsxOmnSHtpQ,Mimi's Bistro + Bakery,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
492 Queen Street W,Toronto,ON,M5V 2B3,43.6479719,-79.4010113,4,228,1,dd3GZs6zW2t7BM0cbxAzvg,La Palette,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5000 Whitewater Center Pkwy,Charlotte,NC,28214,35.2727797229,-81.0052115714,3,93,1,ycmlMco3w3A5D3Qeqk9jyw,River's Edge Bar and Grill,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3821 Willow Ave,Pittsburgh,PA,15234,40.3654729,-80.0255984,4.5,67,1,8dAmtiVtZjiRTmDq9QAW5w,Kabob-G Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"105 McCaul Street, Unit 29-31",Toronto,ON,M5T 2X4,43.6536651,-79.3908802,4,464,1,HUYEadSbGSQNHXFmT2Ujjw,Manpuku Japanese Eatery,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1218 Saint Clair Avenue W,Toronto,ON,M6E,43.6778069,-79.4446742,4,51,1,--DaPTJW3-tB1vP-PfdTEg,Sunnyside Grill,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
7369 N Vía Paseo Del Sur,Scottsdale,AZ,85258,33.544241,-111.9052663,3.5,56,1,YaBUMvNzUUnZLgOPY_43gg,Ike's Love & Sandwiches,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"1405 E Sunset Rd, Ste 130",Las Vegas,NV,89119,36.071228,-115.134212,3.5,54,0,K3wUWHOPhAmIJ5naMVzylA,Flame Kabob,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3600 S Las Vegas Blvd,Las Vegas,NV,89109,36.111889,-115.176981,4,139,1,55FnSahXfQoiueQjrKC86w,Bellagio Patisserie,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"3871 S Valley View Blvd, Ste 8",Las Vegas,NV,89103,36.119787,-115.190605,4.5,571,1,5qG4UHurI1yEozwn25WAFw,BLACKOUT Dining in the Dark,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2028 W Guadalupe Rd,Mesa,AZ,85202,33.3640532,-111.8766962,4,107,1,jPQxZTuFhuVHsu-DI4hm2A,Teriyaki Kitchen,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3555 Las Vegas Blvd S,Las Vegas,NV,89109,36.1162077,-115.1707806,2.5,131,1,dJS3iH-odljqWS9MKEFsBA,Johnny Rockets,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"6751 N Sunset Blvd, Ste E-110",Glendale,AZ,85305,33.533366039,-112.2618457502,3,333,1,s2gjJKptpkmwSXYRtfptZQ,Whiskey Rose Bar & Grill,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
668 Bloor St W,Toronto,ON,M6G 1L2,43.6640864,-79.4163258,3.5,124,1,fJvY-QjDY1ZWWArjx9rRIw,KINTON RAMEN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2730 Airport Dr,North Las Vegas,NV,89032,36.2092335,-115.1994297,4.5,54,1,Nr27Jik84T4BtwsTD0aA3w,Sunshine & Tailwinds Cafe,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"263 E Warner Rd, Ste 105",Gilbert,AZ,85296,33.3350416801,-111.7838436265,4,56,1,-ho0iNZnkwPJZIJk_f5a9w,Tosinos Mexican Grill,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
4100 Library Rd,Pittsburgh,PA,15234,40.3606177,-80.0291028,4,167,1,Ac-DbrST8bF9Cpge5D9_Cg,Pho Kim 88,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"210 E Trade St, Ste 104A",Charlotte,NC,28202,35.2258822406,-80.8419927791,3.5,421,1,b8fEuQPrf383f6pzdm8-1w,Vida Mexican Kitchen y Cantina,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
782 Queen Street E,Toronto,ON,M4M 1H4,43.6596911,-79.3473714,4,108,0,mr4FiPaXTWlJ3qGzp4-7Yg,Table 17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5801 Bryant St,Pittsburgh,PA,15206,40.4761593,-79.9205658,4,296,1,XItYW5ul3OW_AqpT2nDbBQ,Park Bruges,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"72 W Horizon Ridge Pkwy, Ste B-105",Henderson,NV,89012,36.013128,-114.992568,3.5,50,1,hZaTI-r6eJcabuyY3e0TdQ,Teriyaki Madness,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"1902 S Val Vista Dr, Ste 101",Mesa,AZ,85201,33.3805321,-111.754619,4,141,1,-sNi7U9seVfCr8T8nkWd_w,Rumbi Island Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"9160 E Shea Blvd, Ste 101",Scottsdale,AZ,85260,33.583767,-111.883734,3.5,296,1,a2NSxkmX0_eqvdwJ2rjPVg,Jade Palace,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8359 W Bell Rd,Peoria,AZ,85382,33.63771,-112.2362,3,94,1,a7v6Ep2C6wE2v-1quffDmw,IHOP,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4426 E Buckeye Rd,Madison,WI,53716,43.0737228394,-89.3073043823,3.5,61,1,svPjZWp4Pa32fwI2gNlxJg,Cuco's Madison,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3324 Babcock Blvd,Pittsburgh,PA,15237,40.533501,-80.0184733,3.5,56,1,2wU2cdWiKegJujTliMJx0w,La Felice Pizza and Pasta,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2216 Freedom Dr,Charlotte,NC,28208,35.2338592,-80.8768231,4,195,1,oZuoM7yKE6xKGpjLkUiw6w,Noble Smoke,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6683 Las Vegas Blvd S,Las Vegas,NV,89119,36.0661824639,-115.1752875465,3.5,693,1,VGWEpMEkzQopS5lUNd06Sw,Miller's Ale House - Las Vegas,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"1910 Village Center Cir, Ste 6",Las Vegas,NV,89134,36.1929381,-115.3055866,4,60,0,1JgaRBX0oiRsvEhHF3ZMjw,Upper Crust Pizza,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"601 South Kings Dr, Ste K",Charlotte,NC,28204,35.2098341,-80.8356164,4.5,82,0,zN6WBP_qr3NZp0CbBb128g,Poke Bar,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1182 King Street W,Toronto,ON,M6K 1E6,43.63921,-79.4267743,4,150,0,u2-EcTjvFanTQwTlU1_eNg,Island Foods,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
14015 W Bell Rd,Surprise,AZ,85374,33.6381975,-112.3618575,2.5,195,1,VsxfPc4kbDuvyP4HTsqRBQ,Red Robin Gourmet Burgers and Brews,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4501 E Cactus Rd,Phoenix,AZ,85032,33.59934,-111.98719,2.5,117,1,MJyKhCf7lu0XPhCbo-TnbQ,IHOP,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
